id,weight
1256,117
1257,121
1258,4
1259,83
1260,55
1261,47
1262,62
1263,53
1264,40
1265,45
1266,65
1267,46
1268,17
1269,90
1270,27
1271,54
1272,123
1273,78
1274,74
1275,116
1276,74
1277,48
1278,32
1279,43
1280,37
1281,80
1282,57
1283,37
1284,8
1285,95
1286,52
1287,21
1288,83
1289,43
1290,29
1291,86
1292,139
1293,62
1294,74
1295,82
1296,30
1297,78
1298,23
1299,86
1300,49
1301,44
1302,41
1303,64
1304,69
1305,78
1306,75
1307,61
1308,85
1309,18
1310,122
1311,26
1312,68
1313,130
1314,117
1315,102
1316,48
1317,87
1318,88
1319,20
1320,16
1321,91
1322,71
1323,52
1324,22
1325,70
1326,43
1327,35
1328,62
1329,72
1330,77
1331,79
1332,99
1333,23
1334,55
1335,43
1336,84
1337,80
1338,31
1339,61
1340,82
1341,28
1342,40
1343,88
1344,93
1345,20
1346,66
1347,55
1348,59
1349,48
1350,25
1351,82
1352,60
1353,102
1354,56
1355,30
1356,101
1357,112
1358,52
1359,52
1360,40
1361,48
1362,109
1363,93
1364,122
1365,56
1366,99
1367,64
1368,35
1369,43
1370,56
1371,58
1372,34
1373,87
1374,7
1375,37
1376,98
1377,121
1378,75
1379,83
1380,62
1381,58
1382,142
1383,24
1384,108
1385,79
1386,129
1387,24
1388,95
1389,65
1390,125
1391,39
1392,92
1393,84
1394,40
1395,35
1396,67
1397,31
1398,51
1399,125
1400,43
1401,27
1402,78
1403,79
1404,98
1405,24
1406,47
1407,77
1408,137
1409,51
1410,85
1411,56
1412,29
1413,97
1414,28
1415,48
1416,73
1417,39
1418,12
1419,110
1420,28
1421,97
1422,16
1423,32
1424,95
1425,14
1426,32
1427,33
1428,106
1429,70
1430,42
1431,64
1432,41
1433,35
1434,61
1435,93
1436,136
1437,47
1438,58
1439,59
1440,33
1441,36
1442,89
1443,138
1444,88
1445,129
1446,75
1447,95
1448,19
1449,36
1450,92
1451,98
1452,32
1453,93
1454,112
1455,79
1456,65
1457,34
1458,105
1459,43
1460,23
1461,36
1462,2
1463,35
1464,81
1465,99
1466,12
1467,113
1468,99
1469,124
1470,119
1471,25
1472,29
1473,121
1474,124
1475,32
1476,79
1477,90
1478,67
1479,43
1480,28
1481,121
1482,50
1483,126
1484,69
1485,126
1486,65
1487,29
1488,38
1489,32
1490,23
1491,73
1492,54
1493,39
1494,39
1495,3
1496,83
1497,106
1498,49
1499,25
1500,102
1501,78
1502,21
1503,42
1504,121
1505,32
1506,83
1507,109
1508,68
1509,57
1510,119
1511,107
1512,25
1513,34
1514,82
1515,40
1516,38
1517,66
1518,30
1519,53
1520,75
1521,35
1522,32
1523,22
1524,43
1525,58
1526,24
1527,33
1528,48
1529,40
1530,37
1531,19
1532,76
1533,46
1534,128
1535,64
1536,95
1537,62
1538,57
1539,57
1540,110
1541,59
1542,92
1543,71
1544,86
1545,133
1546,93
1547,52
1548,53
1549,71
1550,39
1551,112
1552,49
1553,44
1554,55
1555,90
1556,61
1557,52
1558,67
1559,118
1560,65
1561,41
1562,46
1563,49
1564,69
1565,41
1566,69
1567,16
1568,45
1569,85
1570,108
1571,95
1572,41
1573,79
1574,103
1575,129
1576,96
1577,52
1578,34
1579,96
1580,87
1581,95
1582,31
1583,60
1584,100
1585,13
1586,97
1587,39
1588,113
1589,40
1590,59
1591,27
1592,48
1593,33
1594,67
1595,31
1596,85
1597,41
1598,31
1599,126
1600,73
1601,40
1602,11
1603,88
1604,111
1605,69
1606,39
1607,43
1608,73
1609,48
1610,39
1611,77
1612,50
1613,60
1614,99
1615,73
1616,42
1617,20
1618,73
1619,39
1620,108
1621,30
1622,109
1623,93
1624,75
1625,82
1626,143
1627,52
1628,15
1629,66
1630,83
1631,62
1632,110
1633,60
1634,98
1635,33
1636,28
1637,93
1638,33
1639,45
1640,47
1641,43
1642,45
1643,42
1644,56
1645,67
1646,21
1647,59
1648,49
1649,18
1650,29
1651,51
1652,110
1653,44
1654,89
1655,72
1656,72
1657,40
1658,32
1659,58
1660,23
1661,72
1662,126
1663,15
1664,48
1665,44
1666,34
1667,71
1668,79
1669,28
1670,67
1671,96
1672,42
1673,68
1674,107
1675,46
1676,47
1677,120
1678,51
1679,83
1680,83
1681,32
1682,74
1683,105
1684,62
1685,140
1686,74
1687,78
1688,49
1689,57
1690,79
1691,42
1692,75
1693,69
1694,97
1695,82
1696,26
1697,34
1698,40
1699,35
1700,42
1701,59
1702,116
1703,4
1704,110
1705,76
1706,23
1707,82
1708,39
1709,136
1710,56
1711,32
1712,42
1713,43
1714,24
1715,17
1716,75
1717,47
1718,71
1719,24
1720,33
1721,125
1722,49
1723,92
1724,92
1725,79
1726,119
1727,52
1728,93
1729,33
1730,47
1731,78
1732,129
1733,113
1734,51
1735,39
1736,80
1737,88
1738,65
1739,76
1740,61
1741,24
1742,39
1743,77
1744,98
1745,135
1746,73
1747,100
1748,103
1749,58
1750,127
1751,36
1752,51
1753,55
1754,54
1755,54
1756,59
1757,25
1758,64
1759,23
1760,70
1761,60
1762,76
1763,47
1764,36
1765,65
1766,57
1767,81
1768,87
1769,46
1770,125
1771,61
1772,17
1773,29
1774,82
1775,70
1776,116
1777,55
1778,81
1779,52
1780,98
1781,88
1782,75
1783,28
1784,62
1785,117
1786,57
1787,114
1788,66
1789,28
1790,69
1791,59
1792,131
1793,87
1794,125
1795,55
1796,51
1797,85
1798,80
1799,81
1800,72
1801,71
1802,46
1803,132
1804,123
1805,79
1806,26
1807,57
1808,76
1809,85
1810,41
1811,93
1812,13
1813,76
1814,86
1815,41
1816,98
1817,42
1818,14
1819,25
1820,84
1821,85
1822,38
1823,92
1824,75
1825,49
1826,130
1827,64
1828,39
1829,90
1830,97
1831,80
1832,86
1833,69
1834,125
1835,33
1836,33
1837,60
1838,53
1839,28
1840,39
1841,81
1842,30
1843,18
1844,70
1845,58
1846,47
1847,44
1848,33
1849,59
1850,62
1851,36
1852,45
1853,36
1854,62
1855,96
1856,8
1857,54
1858,70
1859,124
1860,44
1861,119
1862,63
1863,111
1864,48
1865,54
1866,109
1867,60
1868,32
1869,62
1870,20
1871,89
1872,52
1873,62
1874,130
1875,73
1876,85
1877,55
1878,23
1879,91
1880,66
1881,39
1882,72
1883,10
1884,62
1885,70
1886,67
1887,21
1888,25
1889,42
1890,87
1891,50
1892,57
1893,29
1894,92
1895,124
1896,77
1897,92
1898,48
1899,64
1900,27
1901,68
1902,120
1903,85
1904,46
1905,73
1906,31
1907,97
1908,33
1909,100
1910,116
1911,56
1912,42
1913,24
1914,58
1915,28
1916,25
1917,109
1918,55
1919,43
1920,65
1921,44
1922,6
1923,36
1924,53
1925,28
1926,105
1927,47
1928,64
1929,69
1930,101
1931,63
1932,106
1933,21
1934,60
1935,67
1936,68
1937,64
1938,145
1939,89
1940,37
1941,83
1942,56
1943,50
1944,75
1945,93
1946,32
1947,54
1948,121
1949,127
1950,57
1951,36
1952,20
1953,16
1954,111
1955,56
1956,17
1957,44
1958,61
1959,97
1960,63
1961,74
1962,74
1963,60
1964,111
1965,47
1966,58
1967,69
1968,29
1969,22
1970,36
1971,47
1972,27
1973,94
1974,57
1975,35
1976,97
1977,16
1978,31
1979,16
1980,19
1981,33
1982,68
1983,11
1984,75
1985,23
1986,139
1987,32
1988,69
1989,95
1990,75
1991,82
1992,55
1993,37
1994,26
1995,102
1996,52
1997,24
1998,70
1999,90
